Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0.002244,3.407,3.377,0.165,0.746,0,4.521,34145.1
0.00228,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002316,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002352,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002388,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002424,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002464,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.0025,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002536,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002572,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002608,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002644,3.402,3.377,0.165,0.746,0,4.521,34145.1
0.002684,3.407,3.377,0.165,0.746,0,4.521,34145.1
0.00272,3.407,3.377,0.165,0.746,0,4.521,34145.1
0.002756,3.407,3.377,0.165,0.746,0,4.521,34145.1
0.002792,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.002828,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.002864,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.002904,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.00294,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.002976,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.003012,3.407,3.387,0.165,0.746,0,4.521,34145.1
0.003048,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.003088,3.407,3.387,0.165,0.746,0,4.521,34145.1
0.003124,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.00316,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.003196,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.003232,3.416,3.387,0.165,0.746,0,4.521,34145.1
0.003272,3.412,3.392,0.165,0.746,0,4.521,34145.1
0.003308,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.003344,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.00338,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.003416,3.416,3.387,0.165,0.746,0,4.521,34145.1
0.003452,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.003492,3.416,3.392,0.165,0.746,0,4.521,34145.1
0.003528,3.416,3.392,0.165,0.746,0,4.521,34145.1
0.003564,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.0036,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.003636,3.416,3.387,0.165,0.746,0,4.521,34145.1
0.003672,3.412,3.382,0.165,0.746,0,4.521,34145.1
0.003712,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.003748,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.003784,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.00382,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.003856,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.003892,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.003932,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.003968,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004004,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.00404,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004076,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004112,3.412,3.382,0.165,0.746,0,4.521,34145.1
0.004148,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004188,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004224,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.00426,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004296,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004332,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004368,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004408,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004444,3.407,3.387,0.165,0.746,0,4.521,34145.1
0.00448,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.004516,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.004552,3.416,3.387,0.165,0.746,0,4.521,34145.1
0.004588,3.416,3.382,0.165,0.746,0,4.521,34145.1
0.004628,3.416,3.382,0.165,0.746,0,4.521,34145.1
0.004664,3.412,3.387,0.165,0.746,0,4.521,34145.1
0.0047,3.407,3.387,0.165,0.746,0,4.521,34145.1
0.004736,3.407,3.382,0.165,0.746,0,4.521,34145.1
0.004772,3.407,3.382,0.165,0.746,0,4.521,34145.1
4e-05,3.407,3.03,0.539,0.75,0,1.392,33798
7.6e-05,3.407,3.245,0.539,0.75,0,1.392,33798
0.000112,3.407,3.328,0.539,0.75,0,1.392,33798
0.000148,3.407,3.363,0.539,0.75,0,1.392,33798
0.000184,3.407,3.372,0.539,0.75,0,1.392,33798
0.00022,3.407,3.377,0.539,0.75,0,1.392,33798
0.00026,3.407,3.377,0.539,0.75,0,1.392,33798
0.000296,3.407,3.377,0.539,0.75,0,1.392,33798
0.000332,3.407,3.377,0.539,0.75,0,1.392,33798
0.000368,3.407,3.377,0.539,0.75,0,1.392,33798
0.000408,3.407,3.377,0.539,0.75,0,1.392,33798
0.000444,3.407,3.377,0.539,0.75,0,1.392,33798
0.00048,3.407,3.377,0.539,0.75,0,1.392,33798
0.000516,3.407,3.377,0.539,0.75,0,1.392,33798
0.000552,3.407,3.377,0.539,0.75,0,1.392,33798
0.000588,3.407,3.377,0.539,0.75,0,1.392,33798
0.000628,3.407,3.377,0.539,0.75,0,1.392,33798
0.000664,3.407,3.377,0.539,0.75,0,1.392,33798
0.0007,3.407,3.377,0.539,0.75,0,1.392,33798
0.000736,3.407,3.377,0.539,0.75,0,1.392,33798
0.000772,3.407,3.377,0.539,0.75,0,1.392,33798
0.000808,3.407,3.377,0.539,0.75,0,1.392,33798
0.000848,3.407,3.377,0.539,0.75,0,1.392,33798
0.000884,3.407,3.377,0.539,0.75,0,1.392,33798
0.00092,3.407,3.377,0.539,0.75,0,1.392,33798
0.000956,3.407,3.377,0.539,0.75,0,1.392,33798
0.000992,3.407,3.377,0.539,0.75,0,1.392,33798
0.001028,3.407,3.377,0.539,0.75,0,1.392,33798
0.001068,3.407,3.377,0.539,0.75,0,1.392,33798
0.001104,3.407,3.377,0.539,0.75,0,1.392,33798
0.00114,3.407,3.377,0.539,0.75,0,1.392,33798
0.001176,3.407,3.377,0.539,0.75,0,1.392,33798
0.001212,3.407,3.377,0.539,0.75,0,1.392,33798
0.001248,3.407,3.377,0.539,0.75,0,1.392,33798
0.001288,3.407,3.377,0.539,0.75,0,1.392,33798
0.001324,3.407,3.377,0.539,0.75,0,1.392,33798
0.00136,3.407,3.377,0.539,0.75,0,1.392,33798
0.001404,3.407,3.377,0.539,0.75,0,1.392,33798
0.00144,3.407,3.377,0.539,0.75,0,1.392,33798
0.001476,3.407,3.377,0.539,0.75,0,1.392,33798
0.001512,3.407,3.377,0.539,0.75,0,1.392,33798
0.001548,3.407,3.382,0.539,0.75,0,1.392,33798
0.001584,3.407,3.382,0.539,0.75,0,1.392,33798
0.001624,3.412,3.382,0.539,0.75,0,1.392,33798
0.00166,3.407,3.382,0.539,0.75,0,1.392,33798
0.001696,3.407,3.382,0.539,0.75,0,1.392,33798
0.001732,3.407,3.382,0.539,0.75,0,1.392,33798
0.001768,3.407,3.382,0.539,0.75,0,1.392,33798
0.001804,3.412,3.382,0.539,0.75,0,1.392,33798
0.001844,3.407,3.382,0.539,0.75,0,1.392,33798
0.00188,3.407,3.382,0.539,0.75,0,1.392,33798
0.001916,3.407,3.382,0.539,0.75,0,1.392,33798
0.001952,3.407,3.382,0.539,0.75,0,1.392,33798
0.001988,3.407,3.382,0.539,0.75,0,1.392,33798
0.002024,3.407,3.382,0.539,0.75,0,1.392,33798
0.002064,3.407,3.382,0.539,0.75,0,1.392,33798
0.0021,3.407,3.382,0.539,0.75,0,1.392,33798
0.002136,3.407,3.382,0.539,0.75,0,1.392,33798
0.002172,3.407,3.377,0.539,0.75,0,1.392,33798
0.002208,3.407,3.377,0.539,0.75,0,1.392,33798
0.002244,3.407,3.377,0.539,0.75,0,1.392,33798
0.002284,3.407,3.377,0.539,0.75,0,1.392,33798
0.00232,3.407,3.377,0.539,0.75,0,1.392,33798
0.002356,3.402,3.377,0.539,0.75,0,1.392,33798
0.002392,3.402,3.377,0.539,0.75,0,1.392,33798
0.002432,3.402,3.377,0.539,0.75,0,1.392,33798
0.002468,3.402,3.377,0.539,0.75,0,1.392,33798
0.002504,3.407,3.377,0.539,0.75,0,1.392,33798
0.00254,3.402,3.377,0.539,0.75,0,1.392,33798
0.002576,3.402,3.377,0.539,0.75,0,1.392,33798
0.002612,3.402,3.377,0.539,0.75,0,1.392,33798
0.002652,3.402,3.377,0.539,0.75,0,1.392,33798
0.002688,3.402,3.377,0.539,0.75,0,1.392,33798
0.002724,3.402,3.377,0.539,0.75,0,1.392,33798
0.00276,3.407,3.377,0.539,0.75,0,1.392,33798
0.002796,3.402,3.377,0.539,0.75,0,1.392,33798
0.002832,3.402,3.377,0.539,0.75,0,1.392,33798
0.002872,3.402,3.377,0.539,0.75,0,1.392,33798
0.002908,3.402,3.377,0.539,0.75,0,1.392,33798
0.002944,3.402,3.377,0.539,0.75,0,1.392,33798
0.00298,3.407,3.377,0.539,0.75,0,1.392,33798
0.003016,3.402,3.377,0.539,0.75,0,1.392,33798
0.003052,3.402,3.377,0.539,0.75,0,1.392,33798
0.003092,3.402,3.377,0.539,0.75,0,1.392,33798
0.003128,3.402,3.377,0.539,0.75,0,1.392,33798
0.003164,3.402,3.377,0.539,0.75,0,1.392,33798
0.0032,3.402,3.377,0.539,0.75,0,1.392,33798
0.003236,3.402,3.377,0.539,0.75,0,1.392,33798
0.003272,3.402,3.377,0.539,0.75,0,1.392,33798
0.003312,3.402,3.377,0.539,0.75,0,1.392,33798
0.003348,3.402,3.377,0.539,0.75,0,1.392,33798
0.003384,3.402,3.377,0.539,0.75,0,1.392,33798
0.00342,3.402,3.377,0.539,0.75,0,1.392,33798
0.003456,3.407,3.377,0.539,0.75,0,1.392,33798
0.003492,3.402,3.377,0.539,0.75,0,1.392,33798
0.003528,3.402,3.377,0.539,0.75,0,1.392,33798
0.003568,3.402,3.377,0.539,0.75,0,1.392,33798
0.003604,3.402,3.377,0.539,0.75,0,1.392,33798
0.00364,3.402,3.377,0.539,0.75,0,1.392,33798
0.003676,3.407,3.377,0.539,0.75,0,1.392,33798
0.003712,3.402,3.377,0.539,0.75,0,1.392,33798
0.003748,3.402,3.377,0.539,0.75,0,1.392,33798
0.003788,3.402,3.377,0.539,0.75,0,1.392,33798
0.003824,3.402,3.377,0.539,0.75,0,1.392,33798
0.00386,3.402,3.377,0.539,0.75,0,1.392,33798
0.003896,3.402,3.377,0.539,0.75,0,1.392,33798
0.003932,3.407,3.377,0.539,0.75,0,1.392,33798
0.003968,3.402,3.377,0.539,0.75,0,1.392,33798
0.004008,3.402,3.377,0.539,0.75,0,1.392,33798
0.004044,3.402,3.377,0.539,0.75,0,1.392,33798
0.00408,3.402,3.377,0.539,0.75,0,1.392,33798
0.004116,3.402,3.377,0.539,0.75,0,1.392,33798
0.004152,3.402,3.377,0.539,0.75,0,1.392,33798
0.004188,3.402,3.377,0.539,0.75,0,1.392,33798
0.004228,3.402,3.377,0.539,0.75,0,1.392,33798
0.004264,3.402,3.377,0.539,0.75,0,1.392,33798
0.0043,3.402,3.377,0.539,0.75,0,1.392,33798
0.004336,3.402,3.377,0.539,0.75,0,1.392,33798
0.004372,3.402,3.377,0.539,0.75,0,1.392,33798
0.004408,3.402,3.377,0.539,0.75,0,1.392,33798
0.004448,3.402,3.377,0.539,0.75,0,1.392,33798
0.004492,3.402,3.377,0.539,0.75,0,1.392,33798
0.004528,3.402,3.377,0.539,0.75,0,1.392,33798
0.004564,3.402,3.377,0.539,0.75,0,1.392,33798
0.0046,3.402,3.377,0.539,0.75,0,1.392,33798
0.004636,3.402,3.377,0.539,0.75,0,1.392,33798
0.004676,3.402,3.377,0.539,0.75,0,1.392,33798
0.004712,3.402,3.377,0.539,0.75,0,1.392,33798
0.004748,3.402,3.377,0.539,0.75,0,1.392,33798
0.004784,3.402,3.377,0.539,0.75,0,1.392,33798
4.4e-05,3.407,3.04,0.002,0.75,505.1,348.75,7.72979e+08
8e-05,3.407,3.25,0.002,0.75,505.1,348.75,7.72979e+08
0.000116,3.407,3.328,0.002,0.75,505.1,348.75,7.72979e+08
0.000152,3.407,3.363,0.002,0.75,505.1,348.75,7.72979e+08
0.000188,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.000224,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.000264,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.0003,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000336,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000372,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000408,3.412,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000444,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000484,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.00052,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000556,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000592,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000628,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000664,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000704,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.00074,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000776,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000812,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000848,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000884,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000924,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.00096,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.000996,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001032,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001068,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001108,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001144,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.00118,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001216,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001252,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001292,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001328,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001364,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.0014,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001436,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001472,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.001512,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001548,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001584,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00162,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001656,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001692,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001732,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001768,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001804,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00184,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001876,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001912,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001952,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.001988,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002024,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.00206,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.002096,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.002132,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.002168,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.002208,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.002244,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.00228,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.002316,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.002352,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.002388,3.412,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.002428,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002464,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.0025,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002536,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002572,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002608,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002648,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002684,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00272,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002756,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002792,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002828,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002868,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002904,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00294,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.002976,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003012,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003048,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003088,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003128,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003164,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.0032,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00324,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003276,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003312,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.003348,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003384,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.00342,3.407,3.382,0.002,0.75,505.1,348.75,7.72979e+08
0.00346,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003496,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003532,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003568,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003604,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00364,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00368,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003716,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003752,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003788,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003824,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00386,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.0039,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003936,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.003972,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004008,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004044,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00408,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00412,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004156,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004192,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004228,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004268,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004304,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00434,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004376,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004412,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004448,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004488,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004524,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00456,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004596,3.407,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004632,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004668,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004708,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.004744,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
0.00478,3.402,3.377,0.002,0.75,505.1,348.75,7.72979e+08
3.6e-05,3.402,3.006,0.751,0.745,803.9,0.993,1.24292e+09
7.2e-05,3.402,3.236,0.751,0.745,803.9,0.993,1.24292e+09
0.000108,3.402,3.319,0.751,0.745,803.9,0.993,1.24292e+09
0.000148,3.402,3.353,0.751,0.745,803.9,0.993,1.24292e+09
0.000184,3.402,3.363,0.751,0.745,803.9,0.993,1.24292e+09
0.00022,3.402,3.368,0.751,0.745,803.9,0.993,1.24292e+09
0.000256,3.402,3.368,0.751,0.745,803.9,0.993,1.24292e+09
0.000292,3.402,3.372,0.751,0.745,803.9,0.993,1.24292e+09
0.000328,3.402,3.372,0.751,0.745,803.9,0.993,1.24292e+09
0.000372,3.402,3.372,0.751,0.745,803.9,0.993,1.24292e+09
0.000408,3.402,3.372,0.751,0.745,803.9,0.993,1.24292e+09
